name;email;document;city;state;start_date
"Martinho Michael Madeira Jr.";ferminiano.ayla@ferraz.com.br;497.337.760-09;"Vila Kevin do Sul";RO;15/11/1989
"Allan Delvalle Cordeiro Jr.";rivera.julio@gmail.com;787.467.532-06;"Vila Yasmin";MG;14/10/1993
"Paola Cervantes Bezerra Jr.";tamara52@gmail.com;744.818.060-60;"Maximiano d'Oeste";BA;19/02/1986
"Dr. Marcos Vitor Rios";david04@hotmail.com;073.385.923-22;"Wellington do Leste";AC;27/11/1994
"Júlio Gael Azevedo";fonseca.mirela@ig.com.br;105.147.871-55;"Delvalle do Norte";CE;11/03/2004
"Sr. Pablo Aguiar";suellen26@escobar.com.br;241.848.582-01;"São Vitor";MG;04/03/1996
"Renan Jean Lourenço Filho";vieira.thalita@fontes.com.br;499.895.027-49;"Vila Thalia d'Oeste";TO;28/04/2019
"Fabiano George Delvalle Filho";laranda@mares.com.br;766.545.043-13;"Vila Pedro do Leste";TO;16/01/1980
"André Ícaro Mendonça";daniel75@montenegro.com.br;125.597.837-62;"Porto Olga do Leste";AM;28/10/1982
"Srta. Maya Tatiane Matos";josefina09@ig.com.br;802.610.132-46;"de Aguiar do Sul";PA;29/05/2011
"Alana Olga Dias";cristiana.vale@saito.net.br;239.110.566-56;"Porto Lilian";PI;24/08/1971
"Dr. Jefferson Benites Molina";sara81@souza.net.br;765.124.511-39;"Santa Kelly";SP;01/05/2022
"Sr. Arthur Montenegro Fontes Neto";thalia94@pereira.com;723.646.285-39;"Galhardo d'Oeste";MG;05/12/2002
"Sr. Thiago Dante Carmona Filho";corona.noel@santiago.net.br;757.286.513-56;"Santa Heloise";SC;11/09/2006
"Jean Rivera de Freitas Sobrinho";edilson.queiros@molina.com.br;276.211.689-94;"Késia do Sul";PE;24/02/1995
"Sr. Vinícius Ricardo de Oliveira";nicolas26@gmail.com;445.635.627-85;"Walter d'Oeste";RR;06/10/1987
"Lilian Serra Jr.";ureis@faria.net.br;956.595.621-16;"Medina do Leste";PE;12/02/2000
"Srta. Mary Serra Madeira";marcio64@terra.com.br;770.747.601-88;"Amaral do Norte";PR;06/09/1982
"Mari Dayana Queirós Sobrinho";cecilia15@ortega.com.br;523.737.136-16;"Cíntia do Norte";TO;06/10/2010
"Dr. Noelí Solano Correia Jr.";larissa.madeira@pontes.org;499.434.792-13;"Diego do Leste";PR;09/05/1976
"Afonso Benjamin Ferreira";lia79@casanova.com.br;921.191.349-79;"Vila Willian";RN;30/04/2016
"Fernando Nelson Salas";gperez@uol.com.br;068.526.354-14;"Christopher do Norte";RN;26/02/2008
"Mel Solano";richard.alcantara@mendes.net.br;682.816.289-79;"Porto Melina do Leste";GO;05/07/1984
"Paulo Zambrano da Cruz";daiane.rosa@uol.com.br;764.803.697-50;"Porto Marcos d'Oeste";CE;21/10/2022
"Cristina Carvalho Filho";irene.ferreira@terra.com.br;034.385.352-38;"Porto Mário";MG;29/10/1998
"Mirella Benites";lroque@yahoo.com;278.245.688-14;"Vila Thalissa d'Oeste";MG;07/02/1983
"Janaina Pâmela Soares Sobrinho";qavila@leon.com;907.984.820-44;"Porto Andres";AC;24/03/2003
"Dr. Fernanda Eliane Branco";sara.pacheco@defreitas.net;513.323.933-57;"Porto Enzo";SC;31/12/1985
"Srta. Alícia Aragão";talita.duarte@burgos.com;470.183.755-50;"Vila Jefferson";RJ;28/03/2019
"Dr. David Alves Jr.";alicia.valencia@padilha.com;434.326.792-03;"São Fabiano";MA;14/01/2005
"Edilson Galindo Galindo Neto";campos.joaquim@soares.com.br;814.186.356-85;"Filipe do Sul";MT;26/05/2006
"Sra. Juliana Faro";cristian.faro@yahoo.com;667.656.737-76;"Santa Sérgio d'Oeste";MT;06/05/2006
"Srta. Daniella Santiago Sobrinho";luis00@quintana.br;143.262.160-26;"D'ávila do Norte";TO;19/02/1987
"Dr. Kauan Oliveira";micaela.carvalho@uol.com.br;271.330.766-08;"Sandoval d'Oeste";PE;23/12/2006
"Sr. Demian Mário Burgos";ferraz.rodrigo@marin.br;892.871.051-03;"João do Sul";SC;28/04/1971
"Srta. Bárbara Espinoza Filho";alma80@deverso.net.br;602.999.561-80;"Santa Tábata do Norte";GO;29/08/2007
"Agustina Maiara Aragão Jr.";theo.campos@gmail.com;659.764.454-97;"Nero d'Oeste";MG;26/08/1984
